"Legislation Number",URL,Congress,Title,"Amends Bill",Sponsor,"Date Offered","Date of Introduction","Number of Cosponsors","Date Submitted","Date Proposed",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
"H.R. 1657",https://www.congress.gov/bill/118th-congress/house-bill/1657,"118th Congress (2023-2024)","To provide for a land exchange in the Chippewa National Forest, Minnesota, and for other purposes.",,"Stauber, Pete [Rep.-R-MN-8]",,03/17/2023,4,,,"House - Natural Resources","Referred to the House Committee on Natural Resources.",03/17/2023,"Fischbach, Michelle [Rep.-R-MN-7]","Finstad, Brad [Rep.-R-MN-1]","Neguse, Joe [Rep.-D-CO-2]","Huffman, Jared [Rep.-D-CA-2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1656",https://www.congress.gov/bill/118th-congress/house-bill/1656,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to allow a credit against tax for charitable donations to nonprofit organizations providing workforce training.",,"Smucker, Lloyd [Rep.-R-PA-11]",,03/17/2023,0,,,"House - Ways and Means","Referred to the House Committee on Ways and Means.",03/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1655",https://www.congress.gov/bill/118th-congress/house-bill/1655,"118th Congress (2023-2024)","To amend the Higher Education Act of 1965 to extend Federal Pell Grant eligibility to certain short-term workforce programs.",,"Scott, Robert C. ""Bobby"" [Rep.-D-VA-3]",,03/17/2023,2,,,"House - Education and the Workforce","Referred to the House Committee on Education and the Workforce.",03/17/2023,"Blunt Rochester, Lisa [Rep.-D-DE-At Large]","Norton, Eleanor Holmes [Del.-D-DC-At Large]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1654",https://www.congress.gov/bill/118th-congress/house-bill/1654,"118th Congress (2023-2024)","To amend the Internal Revenue Code of 1986 to impose a higher rate of tax on bonuses and profits from sales of stock received by executives employed by failing banks that were closed and for which the Federal Deposit Insurance Corporation has been appointed as conservator or receiver.",,"Schiff, Adam B. [Rep.-D-CA-30]",,03/17/2023,18,,,"House - Ways and Means","Referred to the House Committee on Ways and Means.",03/17/2023,"Watson Coleman, Bonnie [Rep.-D-NJ-12]","Garamendi, John [Rep.-D-CA-8]","Mullin, Kevin [Rep.-D-CA-15]","Grijalva, Raúl M. [Rep.-D-AZ-7]","McGovern, James P. [Rep.-D-MA-2]","McCollum, Betty [Rep.-D-MN-4]","Takano, Mark [Rep.-D-CA-39]","Gomez, Jimmy [Rep.-D-CA-34]","Levin, Mike [Rep.-D-CA-49]","Pingree, Chellie [Rep.-D-ME-1]","Khanna, Ro [Rep.-D-CA-17]","Carson, Andre [Rep.-D-IN-7]","Eshoo, Anna G. [Rep.-D-CA-16]","Pocan, Mark [Rep.-D-WI-2]","Boyle, Brendan F. [Rep.-D-PA-2]","Goldman, Daniel S. [Rep.-D-NY-10]","Swalwell, Eric [Rep.-D-CA-14]","Evans, Dwight [Rep.-D-PA-3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1653",https://www.congress.gov/bill/118th-congress/house-bill/1653,"118th Congress (2023-2024)","To amend chapter 22 of title 44, United States Code, to ensure Presidential records are preserved, duly created when non-official electronic messaging accounts are used, and made available to the public and the next administration in a timely fashion to advance national security and accountability, and for other purposes.",,"Quigley, Mike [Rep.-D-IL-5]",,03/17/2023,0,,,"House - Oversight and Accountability","Referred to the House Committee on Oversight and Accountability.",03/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1652",https://www.congress.gov/bill/118th-congress/house-bill/1652,"118th Congress (2023-2024)","To require the disclosure of certain visitor access records.",,"Quigley, Mike [Rep.-D-IL-5]",,03/17/2023,0,,,"House - Oversight and Accountability","Referred to the House Committee on Oversight and Accountability.",03/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1651",https://www.congress.gov/bill/118th-congress/house-bill/1651,"118th Congress (2023-2024)","To amend the Small Business Act to establish requirements for 7(a) agents, and for other purposes.",,"Phillips, Dean [Rep.-D-MN-3]",,03/17/2023,1,,,"House - Small Business","Referred to the House Committee on Small Business.",03/17/2023,"Meuser, Daniel [Rep.-R-PA-9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1650",https://www.congress.gov/bill/118th-congress/house-bill/1650,"118th Congress (2023-2024)","To allow certain qualified law enforcement officers and retired law enforcement officers to carry a concealed firearm to protect children in a school zone.",,"Pfluger, August [Rep.-R-TX-11]",,03/17/2023,3,,,"House - Judiciary","Referred to the House Committee on the Judiciary.",03/17/2023,"Tenney, Claudia [Rep.-R-NY-24]","Bacon, Don [Rep.-R-NE-2]","Malliotakis, Nicole [Rep.-R-NY-11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1649",https://www.congress.gov/bill/118th-congress/house-bill/1649,"118th Congress (2023-2024)","To direct the Attorney General to establish a grant program to provide for the qualified accreditation and re-certification of local law enforcement agencies, and for other purposes.",,"Pappas, Chris [Rep.-D-NH-1]",,03/17/2023,7,,,"House - Judiciary","Referred to the House Committee on the Judiciary.",03/17/2023,"Bacon, Don [Rep.-R-NE-2]","Fitzpatrick, Brian K. [Rep.-R-PA-1]","Sherrill, Mikie [Rep.-D-NJ-11]","Obernolte, Jay [Rep.-R-CA-23]","Craig, Angie [Rep.-D-MN-2]","Davis, Donald G. [Rep.-D-NC-1]","Kuster, Ann M. [Rep.-D-NH-2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1648",https://www.congress.gov/bill/118th-congress/house-bill/1648,"118th Congress (2023-2024)","To establish a grant program for use of ""internet of things"" technologies in airports, and for other purposes.",,"Nehls, Troy E. [Rep.-R-TX-22]",,03/17/2023,0,,,"House - Transportation and Infrastructure","Referred to the House Committee on Transportation and Infrastructure.",03/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1647",https://www.congress.gov/bill/118th-congress/house-bill/1647,"118th Congress (2023-2024)","To redesignate the Salem Maritime National Historic Site as the ""Salem Maritime National Historical Park"", and for the purposes.",,"Moulton, Seth [Rep.-D-MA-6]",,03/17/2023,0,,,"House - Natural Resources","Referred to the House Committee on Natural Resources.",03/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1646",https://www.congress.gov/bill/118th-congress/house-bill/1646,"118th Congress (2023-2024)","To amend the Federal Meat Inspection Act and the Poultry Products Inspection Act to allow the interstate sale of State-inspected meat and poultry, and for other purposes.",,"Mooney, Alexander X. [Rep.-R-WV-2]",,03/17/2023,0,,,"House - Agriculture","Referred to the House Committee on Agriculture.",03/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1645",https://www.congress.gov/bill/118th-congress/house-bill/1645,"118th Congress (2023-2024)","To amend the Agricultural Research, Extension, and Education Reform Act of 1998 to direct the Secretary of Agriculture to establish a national biochar research network, and for other purposes.",,"Miller-Meeks, Mariannette [Rep.-R-IA-1]",,03/17/2023,5,,,"House - Agriculture","Referred to the House Committee on Agriculture.",03/17/2023,"Pingree, Chellie [Rep.-D-ME-1]","Schrier, Kim [Rep.-D-WA-8]","Newhouse, Dan [Rep.-R-WA-4]","Panetta, Jimmy [Rep.-D-CA-19]","Casten, Sean [Rep.-D-IL-6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1644",https://www.congress.gov/bill/118th-congress/house-bill/1644,"118th Congress (2023-2024)","To amend the Small Business Act to require a report on 7(a) agents, and for other purposes.",,"Meuser, Daniel [Rep.-R-PA-9]",,03/17/2023,1,,,"House - Small Business","Referred to the House Committee on Small Business.",03/17/2023,"Phillips, Dean [Rep.-D-MN-3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1643",https://www.congress.gov/bill/118th-congress/house-bill/1643,"118th Congress (2023-2024)","To establish the National Office of New Americans, to reduce obstacles to United States citizenship, to support the integration of immigrants into the social, cultural, economic, and civic life of the United States, and for other purposes.",,"Meng, Grace [Rep.-D-NY-6]",,03/17/2023,19,,,"House - Judiciary, Education and the Workforce, House Administration, Foreign Affairs, Homeland Security","Referred to the Committee on the Judiciary, and in addition to the Committees on Education and the Workforce, House Administration, Foreign Affairs, and Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/17/2023,"Smith, Adam [Rep.-D-WA-9]","Tlaib, Rashida [Rep.-D-MI-12]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]","Scanlon, Mary Gay [Rep.-D-PA-5]","Pressley, Ayanna [Rep.-D-MA-7]","Pocan, Mark [Rep.-D-WI-2]","Norton, Eleanor Holmes [Del.-D-DC-At Large]","McGovern, James P. [Rep.-D-MA-2]","Schakowsky, Janice D. [Rep.-D-IL-9]","Jayapal, Pramila [Rep.-D-WA-7]","Blumenauer, Earl [Rep.-D-OR-3]","Bush, Cori [Rep.-D-MO-1]","Chu, Judy [Rep.-D-CA-28]","Clarke, Yvette D. [Rep.-D-NY-9]","Espaillat, Adriano [Rep.-D-NY-13]","Johnson, Henry C. ""Hank,"" Jr. [Rep.-D-GA-4]","Kelly, Robin L. [Rep.-D-IL-2]","Lee, Barbara [Rep.-D-CA-12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1642",https://www.congress.gov/bill/118th-congress/house-bill/1642,"118th Congress (2023-2024)","To amend the Federal Lands Recreation Enhancement Act to provide for an annual National Recreational Pass for law enforcement officers and firefighters.",,"McClintock, Tom [Rep.-R-CA-5]",,03/17/2023,4,,,"House - Natural Resources, Agriculture","Referred to the Committee on Natural Resources, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/17/2023,"Johnson, Mike [Rep.-R-LA-4]","Stauber, Pete [Rep.-R-MN-8]","Moylan, James C. [Del.-R-GU-At Large]","Valadao, David G. [Rep.-R-CA-22]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1641",https://www.congress.gov/bill/118th-congress/house-bill/1641,"118th Congress (2023-2024)","To amend title 39, United States Code, to enhance the administrative subpoena authority of the United States Postal Service, and for other purposes.",,"Malliotakis, Nicole [Rep.-R-NY-11]",,03/17/2023,1,,,"House - Oversight and Accountability","Referred to the House Committee on Oversight and Accountability.",03/17/2023,"Meng, Grace [Rep.-D-NY-6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1640",https://www.congress.gov/bill/118th-congress/house-bill/1640,"118th Congress (2023-2024)","To prohibit the Secretary of Energy from finalizing, implementing, or enforcing the proposed rule titled ""Energy Conservation Program: Energy Conservation Standards for Consumer Conventional Cooking Products"", and for other purposes.",,"Lesko, Debbie [Rep.-R-AZ-8]",,03/17/2023,1,,,"House - Energy and Commerce","Referred to the House Committee on Energy and Commerce.",03/17/2023,"Burgess, Michael C. [Rep.-R-TX-26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1639",https://www.congress.gov/bill/118th-congress/house-bill/1639,"118th Congress (2023-2024)","To direct the Secretary of Veterans Affairs to establish the Zero Suicide Initiative pilot program of the Department of Veterans Affairs.",,"Lee, Susie [Rep.-D-NV-3]",,03/17/2023,7,,,"House - Veterans' Affairs","Referred to the House Committee on Veterans' Affairs.",03/17/2023,"Allred, Colin Z. [Rep.-D-TX-32]","Hudson, Richard [Rep.-R-NC-9]","Brownley, Julia [Rep.-D-CA-26]","González-Colón, Jenniffer [Resident Commissioner-R-PR-At Large]","Sablan, Gregorio Kilili Camacho [Del.-D-MP-At Large]","Gonzales, Tony [Rep.-R-TX-23]","Slotkin, Elissa [Rep.-D-MI-7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H.R. 1638",https://www.congress.gov/bill/118th-congress/house-bill/1638,"118th Congress (2023-2024)","To amend title XVIII of the Social Security Act to improve access to mental health services under the Medicare program.",,"Lee, Barbara [Rep.-D-CA-12]",,03/17/2023,18,,,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",03/17/2023,"Grijalva, Raúl M. [Rep.-D-AZ-7]","Tonko, Paul [Rep.-D-NY-20]","Porter, Katie [Rep.-D-CA-47]","Carter, Troy [Rep.-D-LA-2]","Kuster, Ann M. [Rep.-D-NH-2]","Scanlon, Mary Gay [Rep.-D-PA-5]","Watson Coleman, Bonnie [Rep.-D-NJ-12]","Smith, Adam [Rep.-D-WA-9]","Cohen, Steve [Rep.-D-TN-9]","Lynch, Stephen F. [Rep.-D-MA-8]","Schakowsky, Janice D. [Rep.-D-IL-9]","McCollum, Betty [Rep.-D-MN-4]","Trone, David J. [Rep.-D-MD-6]","Tokuda, Jill N. [Rep.-D-HI-2]","Blunt Rochester, Lisa [Rep.-D-DE-At Large]","Pocan, Mark [Rep.-D-WI-2]","Fitzpatrick, Brian K. [Rep.-R-PA-1]","Garcia, Jesus G. ""Chuy"" [Rep.-D-IL-4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
