Bill Type,Congress,Number of Cosponsors,Cosponsor Dems,Cosponsor Reps,Cosponsor Ind,Cosponsor States,Committees,Latest Action,Subject,Sponsor Title,Sponsor Party,Sponsor State,Month Introduced,"Agriculture, Nutrition, and Forestry",Appropriations,Armed Services,"Banking, Housing, and Urban Affairs",Budget,"Commerce, Science, and Transportation",Energy and Natural Resources,Environment and Public Works,Finance,Foreign Relations,"Health, Education, Labor, and Pensions",Homeland Security and Governmental Affairs,Judiciary,Rules and Administration,Small Business and Entrepreneurship,Veterans Affairs,International Narcotics Control,Ethics,Indian Affairs,Intelligence,Printing,Taxation,Library,Economic,bill_passed,bill_referred_committee
S. ,116,2,1,1,0,2,"Senate - Commerce, Science, and Transportation","Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.","Science, Technology, Communications",Sen.,R,CO,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Immigration,Sen.,R,NE,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,4,1,3,0,4,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text: CR S2735-2736)",Land use and conservation,Sen.,R,SD,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,2,1,0,3,"Senate - Agriculture, Nutrition, and Forestry","Committee on Agriculture, Nutrition, and Forestry. Hearings held. Hearings printed: S.Hrg. 116-477.",Agriculture and Food,Sen.,R,IN,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,4,1,3,0,4,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,International Affairs,Sen.,R,TX,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,25,10,15,0,20,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Infectious and parasitic diseases,Sen.,R,AK,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,9,7,2,0,8,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Higher education,Sen.,R,KS,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Government Operations and Politics,Sen.,R,KY,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Intelligence (Select),By Senator Rubio from Select Committee on Intelligence filed written report. Report No. 116-233. Minority views filed.,Science and engineering education,Sen.,R,FL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S. ,116,0,0,0,0,0,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Energy,Sen.,R,LA,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship. (Sponsor introductory remarks on measure: CR S2764),Commerce,Sen.,R,ME,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Health,Sen.,R,AZ,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Product safety and quality,Sen.,R,GA,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Taxation,Sen.,R,GA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,8,3,5,0,8,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.","Forests, forestry, trees",Sen.,R,SD,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,1,1,0,2,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship. (text: CR S2809),Small business,Sen.,R,SD,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,1,0,1,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,International Affairs,Sen.,R,AR,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Health,Sen.,I,VT,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Livestock,Sen.,R,KY,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,4,2,2,0,4,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Youth employment and child labor,Sen.,R,AK,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,0,3,0,3,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Environmental Protection,Sen.,R,TX,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,0,3,0,3,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Transportation and Public Works,Sen.,R,TX,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Public Lands and Natural Resources,Sen.,R,MS,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,2,1,0,3,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,R,KY,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,R,SD,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,11,5,6,0,10,Senate - Finance,Read twice and referred to the Committee on Finance.,Commerce,Sen.,R,TX,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,8,8,0,0,6,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Northern Mariana Islands,Sen.,I,VT,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,R,MO,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,1,1,0,2,Senate - Indian Affairs,Committee on Indian Affairs. Hearings held. Hearings printed: S.Hrg. 116-359.,Native Americans,Sen.,R,AZ,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,116,4,0,4,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S2934-2935; text: CR S2934)",Motor fuels,Sen.,R,SD,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,1,0,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Environmental Protection,Sen.,R,AK,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Taxation,Sen.,R,MS,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Cardiovascular and respiratory health,Sen.,R,GA,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Congressional oversight,Sen.,R,GA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,0,2,0,2,Senate - Finance,Read twice and referred to the Committee on Finance.,Taxation,Sen.,R,GA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Indian Affairs,Held at the desk.,Native Americans,Sen.,R,AK,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,116,3,0,3,0,3,Senate - Finance,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S2936),Taxation,Sen.,R,TX,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Rules and Administration,Read twice and referred to the Committee on Rules and Administration.,Government Operations and Politics,Sen.,R,OH,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,1,0,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Health programs administration and funding,Sen.,R,AZ,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,0,2,0,2,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,R,KY,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,1,1,0,2,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 637.,Transportation and Public Works,Sen.,R,IN,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Transportation and Public Works,Sen.,R,GA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Finance and Financial Sector,Sen.,R,KS,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Government information and archives,Sen.,R,TX,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,1,0,1,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,R,AR,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,1,0,0,1,"Senate - Commerce, Science, and Transportation","Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.",Transportation and Public Works,Sen.,R,MS,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,0,0,0,0,0,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Agriculture and Food,Sen.,R,GA,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,1,0,1,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Environmental Protection,Sen.,R,WY,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,0,2,0,2,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,R,LA,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,0,2,0,2,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,International Affairs,Sen.,R,FL,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Foreign Trade and International Finance,Sen.,R,GA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,5,2,2,1,5,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Disaster relief and insurance,Sen.,R,MS,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Agriculture and Food,Sen.,R,GA,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,4,0,4,0,4,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.","Science, Technology, Communications",Sen.,R,MO,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,48,0,48,0,32,,Motion to proceed to consideration of measure made in Senate. (CR S7995),Personnel records,Sen.,R,SC,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S. ,116,6,2,4,0,6,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text: CR S3065),Energy,Sen.,R,SD,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,2,1,0,3,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Rural conditions and development,Sen.,R,LA,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,1,0,0,1,Senate - Judiciary,Became Public Law No: 116-282.,Government Operations and Politics,Sen.,R,PA,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,116,5,0,5,0,5,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Finance and Financial Sector,Sen.,R,NE,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,0,2,1,3,Senate - Small Business and Entrepreneurship,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Commerce,Sen.,R,TX,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,1,0,1,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.","Health technology, devices, supplies",Sen.,R,TX,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,9,5,4,0,9,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Government Operations and Politics,Sen.,R,IA,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,1,2,0,2,Senate - Finance,Read twice and referred to the Committee on Finance. (text: CR S3102-3104),Taxation,Sen.,R,SD,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,14,6,8,0,11,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,International Affairs,Sen.,R,OH,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,19,6,13,0,16,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 620.,"Science, Technology, Communications",Sen.,R,OH,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,7,5,1,1,7,Senate - Finance,Read twice and referred to the Committee on Finance.,Health,Sen.,R,MS,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,4,3,1,0,4,Senate - Finance,Read twice and referred to the Committee on Finance.,Health,Sen.,I,ME,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,26,14,11,1,22,Senate - Finance,Read twice and referred to the Committee on Finance.,"Social work, volunteer service, charitable organizations",Sen.,R,SC,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Marketing and advertising,Sen.,R,FL,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,52,39,12,1,35,Senate - Finance,Read twice and referred to the Committee on Finance.,Commerce,Sen.,R,MS,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,1,0,1,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (text: CR S3105-3106)","Science, Technology, Communications",Sen.,R,SD,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,6,2,4,0,4,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Emergency Management,Sen.,R,ND,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,4,0,4,0,4,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.","Science, Technology, Communications",Sen.,R,MS,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,1,0,0,1,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 528.,"Science, Technology, Communications",Sen.,R,GA,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,0,0,0,0,0,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Congress,Sen.,R,IA,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,Public Lands and Natural Resources,Sen.,R,MT,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Taxation,Sen.,R,AZ,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,9,4,5,0,9,Senate - Finance,Read twice and referred to the Committee on Finance.,"Tax administration and collection, taxpayers",Sen.,R,OK,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,2,1,1,0,2,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Public Lands and Natural Resources,Sen.,R,MT,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,"Civil Rights and Liberties, Minority Issues",Sen.,R,IN,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Finance and Financial Sector,Sen.,R,GA,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Finance,Read twice and referred to the Committee on Finance.,Taxation,Sen.,R,GA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,R,GA,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,11,0,11,0,8,Senate - Finance,Read twice and referred to the Committee on Finance.,Strategic materials and reserves,Sen.,R,TX,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,Senate - Armed Services,Held at the desk.,Medical research,Sen.,R,OK,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,2,0,2,0,2,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,R,SC,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Agriculture, Nutrition, and Forestry",Became Public Law No: 116-216.,Agriculture and Food,Sen.,R,KS,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,116,1,0,1,0,1,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Federal officials,Sen.,R,AR,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,0,3,0,2,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,Public Lands and Natural Resources,Sen.,R,MT,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,5,3,2,0,4,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Agriculture and Food,Sen.,R,TX,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.","Science, Technology, Communications",Sen.,R,GA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,7,4,3,0,6,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S3209)",Education,Sen.,R,SD,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,1,0,1,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Mental health,Sen.,R,TX,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,1,0,0,1,1,"Senate - Commerce, Science, and Transportation",Held at the desk.,Commerce,Sen.,R,UT,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,0,0,0,0,0,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",Commerce,Sen.,R,MT,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,7,0,7,0,7,Senate - Finance,Read twice and referred to the Committee on Finance.,Emergency medical services and trauma care,Sen.,R,FL,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,3,0,2,1,3,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,Crime and Law Enforcement,Sen.,R,KY,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,9,6,3,0,8,Senate - Environment and Public Works,Became Public Law No: 116-192.,Economic performance and conditions,Sen.,R,WV,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S. ,116,3,0,3,0,3,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 643.,Government Operations and Politics,Sen.,R,OH,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. ,116,1,0,1,0,1,Senate - Indian Affairs,Held at the desk.,Native Americans,Sen.,R,FL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S. ,116,10,0,10,0,9,Senate - Finance,Read twice and referred to the Committee on Finance.,Government Operations and Politics,Sen.,R,IA,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,10,3,7,0,10,Senate - Veterans' Affairs,Read twice and referred to the Committee on Veterans' Affairs.,Armed Forces and National Security,Sen.,R,AR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S. ,116,9,4,5,0,8,Senate - Indian Affairs,Read twice and referred to the Committee on Indian Affairs.,Native Americans,Sen.,R,ND,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
S. ,116,1,1,0,0,1,,Became Public Law No: 116-148.,Social Welfare,Sen.,R,IA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
S. ,116,0,0,0,0,0,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,Armed Forces and National Security,Sen.,R,AZ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
