Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 15,https://www.congress.gov/bill/114th-congress/senate-bill/15,114th Congress (2015-2016),Protecting States' Rights to Promote American Energy Security Act,,"Hatch, Orrin G. [Sen.-R-UT]",,1/6/15,2,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Hearings held.,6/9/15,"Enzi, Michael B. [Sen.-R-WY]","Barrasso, John [Sen.-R-WY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil and gas,Administrative law and regulatory procedures,State and local government operations,Energy,Department of the Interior,Alternative and renewable resources,Licensing and registrations,Intergovernmental relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 16,https://www.congress.gov/bill/114th-congress/senate-bill/16,114th Congress (2015-2016),No Exemption for Washington from Obamacare Act,,"Vitter, David [Sen.-R-LA]",,1/6/15,2,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/6/15,"Lee, Mike [Sen.-R-UT]","Cruz, Ted [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Government employee pay, benefits, personnel management",Government Operations and Politics,Health care costs and insurance,Health care coverage and access,"Presidents and presidential powers, Vice Presidents",Congressional committees,Congressional leadership,Congressional officers and employees,Federal officials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 17,https://www.congress.gov/bill/114th-congress/senate-bill/17,114th Congress (2015-2016),A bill to repeal the provision of law that provides automatic pay adjustments for Members of Congress.,,"Vitter, David [Sen.-R-LA]",,1/6/15,3,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1/6/15,"Burr, Richard [Sen.-R-NC]","Tester, Jon [Sen.-D-MT]","McCaskill, Claire [Sen.-D-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflation and prices,"Government employee pay, benefits, personnel management",Congress,Members of Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 18,https://www.congress.gov/bill/114th-congress/senate-bill/18,114th Congress (2015-2016),A bill to prohibit authorized committees and leadership PACs from employing the spouse or immediate family members of any candidate or Federal office holder connected to the committee.,,"Vitter, David [Sen.-R-LA]",,1/6/15,0,,,Senate - Rules and Administration,Read twice and referred to the Committee on Rules and Administration.,1/6/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Operations and Politics,"Elections, voting, political campaign regulation",Congressional elections,Members of Congress,Public participation and lobbying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 19,https://www.congress.gov/bill/114th-congress/senate-bill/19,114th Congress (2015-2016),Federal Debt Management Act of 2015,,"Vitter, David [Sen.-R-LA]",,1/6/15,0,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1/6/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budget deficits and national debt,Congressional oversight,Employee benefits and pensions,"Government employee pay, benefits, personnel management",Government information and archives,Government Operations and Politics,Government trust funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 20,https://www.congress.gov/bill/114th-congress/senate-bill/20,114th Congress (2015-2016),Social Security Lock-Box Act of 2015,,"Vitter, David [Sen.-R-LA]",,1/6/15,0,,,Senate - Budget,Read twice and referred to the Committee on the Budget.,1/6/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Welfare,Social security and elderly assistance,Legislative rules and procedure,Budget process,Government trust funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 21,https://www.congress.gov/bill/114th-congress/senate-bill/21,114th Congress (2015-2016),Local Disaster Contracting Fairness Act of 2015,,"Vitter, David [Sen.-R-LA]",,1/6/15,0,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1/6/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disaster relief and insurance,Emergency Management,Natural disasters,Public contracts and procurement,Solid waste and recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 30,https://www.congress.gov/bill/114th-congress/senate-bill/30,114th Congress (2015-2016),Forty Hours Is Full Time Act of 2015,,"Collins, Susan M. [Sen.-R-ME]",,1/6/15,41,,,Senate - Finance,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S17-18),1/6/15,"Boozman, John [Sen.-R-AR]","Hatch, Orrin G. [Sen.-R-UT]","Grassley, Chuck [Sen.-R-IA]","Inhofe, James M. [Sen.-R-OK]","Enzi, Michael B. [Sen.-R-WY]","Roberts, Pat [Sen.-R-KS]","Crapo, Mike [Sen.-R-ID]","Alexander, Lamar [Sen.-R-TN]","Vitter, David [Sen.-R-LA]","Burr, Richard [Sen.-R-NC]","Thune, John [Sen.-R-SD]","Isakson, Johnny [Sen.-R-GA]","Barrasso, John [Sen.-R-WY]","Wicker, Roger F. [Sen.-R-MS]","Kirk, Mark Steven [Sen.-R-IL]","Ayotte, Kelly [Sen.-R-NH]","Blunt, Roy [Sen.-R-MO]","Hoeven, John [Sen.-R-ND]","Moran, Jerry [Sen.-R-KS]","Paul, Rand [Sen.-R-KY]","Portman, Rob [Sen.-R-OH]","Fischer, Deb [Sen.-R-NE]","Scott, Tim [Sen.-R-SC]","Gardner, Cory [Sen.-R-CO]","Graham, Lindsey [Sen.-R-SC]","Perdue, David [Sen.-R-GA]","Tillis, Thomas [Sen.-R-NC]","Coats, Daniel [Sen.-R-IN]","Capito, Shelley Moore [Sen.-R-WV]","Toomey, Patrick [Sen.-R-PA]","Cassidy, Bill [Sen.-R-LA]","Lankford, James [Sen.-R-OK]","Johnson, Ron [Sen.-R-WI]","Heller, Dean [Sen.-R-NV]","Flake, Jeff [Sen.-R-AZ]","Ernst, Joni [Sen.-R-IA]","Daines, Steve [Sen.-R-MT]","McCain, John [Sen.-R-AZ]","Murkowski, Lisa [Sen.-R-AK]","Manchin, Joe, III [Sen.-D-WV]","Donnelly, Joe [Sen.-D-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales and excise taxes,Employee benefits and pensions,Health care costs and insurance,Health care coverage and access,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 33,https://www.congress.gov/bill/114th-congress/senate-bill/33,114th Congress (2015-2016),LNG Permitting Certainty and Transparency Act,,"Barrasso, John [Sen.-R-WY]",,1/6/15,17,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 114-9.,1/29/15,"Udall, Tom [Sen.-D-NM]","Toomey, Patrick [Sen.-R-PA]","Portman, Rob [Sen.-R-OH]","Warner, Mark R. [Sen.-D-VA]","Daines, Steve [Sen.-R-MT]","Cornyn, John [Sen.-R-TX]","Flake, Jeff [Sen.-R-AZ]","Cassidy, Bill [Sen.-R-LA]","Vitter, David [Sen.-R-LA]","Heller, Dean [Sen.-R-NV]","Bennet, Michael F. [Sen.-D-CO]","Hoeven, John [Sen.-R-ND]","Heinrich, Martin [Sen.-D-NM]","Heitkamp, Heidi [Sen.-D-ND]","Kaine, Tim [Sen.-D-VA]","Capito, Shelley Moore [Sen.-R-WV]","Gardner, Cory [Sen.-R-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,Civil actions and liability,"Environmental assessment, monitoring, research",Government information and archives,Judicial review and appeals,Licensing and registrations,Marine and inland water transportation,Oil and gas,Business records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 34,https://www.congress.gov/bill/114th-congress/senate-bill/34,114th Congress (2015-2016),Defend Israel by Defunding Palestinian Foreign Aid Act of 2015,,"Paul, Rand [Sen.-R-KY]",,1/6/15,0,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,1/6/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Affairs,Foreign loans and debt,International law and treaties,International organizations and cooperation,Middle East,Palestinians,Foreign aid and international relief,"Criminal investigation, prosecution, interrogation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 38,https://www.congress.gov/bill/114th-congress/senate-bill/38,114th Congress (2015-2016),Helping Individuals Regain Employment Act,,"Thune, John [Sen.-R-SD]",,1/7/15,9,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/7/15,"Grassley, Chuck [Sen.-R-IA]","Inhofe, James M. [Sen.-R-OK]","Roberts, Pat [Sen.-R-KS]","Isakson, Johnny [Sen.-R-GA]","Ayotte, Kelly [Sen.-R-NH]","Blunt, Roy [Sen.-R-MO]","Fischer, Deb [Sen.-R-NE]","Wicker, Roger F. [Sen.-R-MS]","Perdue, David [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployment,Taxation,Sales and excise taxes,Health care coverage and access,Employee benefits and pensions,Health care costs and insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 39,https://www.congress.gov/bill/114th-congress/senate-bill/39,114th Congress (2015-2016),"No Budget, No Pay Act",,"Heller, Dean [Sen.-R-NV]",,1/7/15,5,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1/7/15,"Vitter, David [Sen.-R-LA]","Barrasso, John [Sen.-R-WY]","Manchin, Joe, III [Sen.-D-WV]","Kirk, Mark Steven [Sen.-R-IL]","Burr, Richard [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriations,Budget process,Congress,"Government employee pay, benefits, personnel management",Legislative rules and procedure,Members of Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 41,https://www.congress.gov/bill/114th-congress/senate-bill/41,114th Congress (2015-2016),Veterans Travel Tax Relief Act of 2015,,"Heller, Dean [Sen.-R-NV]",,1/7/15,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Income tax deductions,Veterans' pensions and compensation,Veterans' medical care,Transportation costs,Taxation,Disability and paralysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 42,https://www.congress.gov/bill/114th-congress/senate-bill/42,114th Congress (2015-2016),Stopping Illegal Obamacare Subsidies Act,,"Vitter, David [Sen.-R-LA]",,1/7/15,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health care coverage and access,Comprehensive health care,Government studies and investigations,Health,Health care costs and insurance,Medicaid,Income tax credits,Child health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 43,https://www.congress.gov/bill/114th-congress/senate-bill/43,114th Congress (2015-2016),Ethical Stem Cell Research Tax Credit Act of 2015,,"Vitter, David [Sen.-R-LA]",,1/7/15,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical research,Taxation,Cell biology and embryology,Health promotion and preventive care,Income tax credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 44,https://www.congress.gov/bill/114th-congress/senate-bill/44,114th Congress (2015-2016),"A bill to provide for the expedited processing of unaccompanied alien children illegally entering the United States, and for other purposes.",,"Vitter, David [Sen.-R-LA]",,1/7/15,0,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative remedies,Border security and unlawful immigration,Child safety and welfare,Congressional oversight,Department of Justice,"Refugees, asylum, displaced persons",Juvenile crime and gang violence,Immigration status and procedures,Immigration,Administrative law and regulatory procedures,Detention of persons,Due process and equal protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 45,https://www.congress.gov/bill/114th-congress/senate-bill/45,114th Congress (2015-2016),Birthright Citizenship Act of 2015,,"Vitter, David [Sen.-R-LA]",,1/7/15,0,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citizenship and naturalization,Immigration,Military personnel and dependents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 46,https://www.congress.gov/bill/114th-congress/senate-bill/46,114th Congress (2015-2016),"A bill to reduce the amount of financial assistance provided to the Government of Mexico in response to the illegal border crossings from Mexico into the United States, which serve to dissipate the political discontent with the higher unemployment rate within Mexico.",,"Vitter, David [Sen.-R-LA]",,1/7/15,0,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,Border security and unlawful immigration,Foreign aid and international relief,Military education and training,International Affairs,Latin America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 47,https://www.congress.gov/bill/114th-congress/senate-bill/47,114th Congress (2015-2016),"A bill to prohibit the implementation of any program that grants temporary legal status to, or adjusts the status of, any individual who is unlawfully present in the United States until the Secretary of Homeland Security certifies that the US-VISIT system has been fully implemented at every land, sea, and air port of entry.",,"Vitter, David [Sen.-R-LA]",,1/7/15,0,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/7/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visas and passports,Immigration status and procedures,Immigration,Government information and archives,Congressional oversight,Border security and unlawful immigration,Criminal justice information and records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
