Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 25,https://www.congress.gov/bill/117th-congress/senate-bill/25,117th Congress (2021-2022),Stop Greenlighting Driver Licenses for Illegal Immigrants Act of 2021,,"Blackburn, Marsha [Sen.-R-TN]",,1/22/21,7,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/22/21,"Kennedy, John [Sen.-R-LA]","Inhofe, James M. [Sen.-R-OK]","Cruz, Ted [Sen.-R-TX]","Cotton, Tom [Sen.-R-AR]","Daines, Steve [Sen.-R-MT]","Ernst, Joni [Sen.-R-IA]","Cramer, Kevin [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Border security and unlawful immigration,State and local government operations,Government information and archives,Motor vehicles,Citizenship and naturalization,Law enforcement administration and funding,Licensing and registrations,Immigration,Immigration status and procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 26,https://www.congress.gov/bill/117th-congress/senate-bill/26,117th Congress (2021-2022),Drug-Free Communities Pandemic Relief Act,,"Portman, Rob [Sen.-R-OH]",,1/22/21,4,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/22/21,"Feinstein, Dianne [Sen.-D-CA]","Whitehouse, Sheldon [Sen.-D-RI]","Shaheen, Jeanne [Sen.-D-NH]","Capito, Shelley Moore [Sen.-R-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency medical services and trauma care,Infectious and parasitic diseases,"Drug, alcohol, tobacco use",Cardiovascular and respiratory health,Health promotion and preventive care,Health programs administration and funding,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 28,https://www.congress.gov/bill/117th-congress/senate-bill/28,117th Congress (2021-2022),Florida Shores Protection and Fairness Act,,"Rubio, Marco [Sen.-R-FL]",,1/22/21,1,,,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,1/22/21,"Scott, Rick [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil and gas,Energy,"Marine and coastal resources, fisheries",Florida,Gulf of Mexico,Energy revenues and royalties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 31,https://www.congress.gov/bill/117th-congress/senate-bill/31,117th Congress (2021-2022),Protect Utah’s Rural Economy Act,,"Lee, Mike [Sen.-R-UT]",,1/22/21,1,,,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,6/23/21,"Romney, Mitt [Sen.-R-UT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land use and conservation,"Parks, recreation areas, trails",Monuments and memorials,Congressional oversight,State and local government operations,Public Lands and Natural Resources,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats",Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 33,https://www.congress.gov/bill/117th-congress/senate-bill/33,117th Congress (2021-2022),BRICKS Act of 2021,,"Cotton, Tom [Sen.-R-AR]",,1/22/21,0,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/22/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violent crime,Sex offenses,Protest and dissent,Criminal procedure and sentencing,Crime and Law Enforcement,Firearms and explosives,Civil disturbances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 37,https://www.congress.gov/bill/117th-congress/senate-bill/37,117th Congress (2021-2022),Preventing Future Pandemics Act of 2021,,"Cornyn, John [Sen.-R-TX]",,1/25/21,3,,,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,1/25/21,"Carper, Thomas R. [Sen.-D-DE]","Booker, Cory A. [Sen.-D-NJ]","Tillis, Thomas [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal and plant health,Ecology,Congressional oversight,Visas and passports,Sanctions,"Presidents and presidential powers, Vice Presidents",Nutrition and diet,Livestock,International Affairs,Animal protection and human-animal relationships,Endangered and threatened species,Government studies and investigations,Licensing and registrations,United Nations,Crimes against animals and natural resources,Farmland,Health promotion and preventive care,Land use and conservation,War and emergency powers,Agricultural marketing and promotion,Alternative treatments,Cardiovascular and respiratory health,Wildlife conservation and habitat protection,International monetary system and foreign exchange,Infectious and parasitic diseases,International organizations and cooperation,Smuggling and trafficking,Veterinary medicine and animal diseases,World health,"Criminal investigation, prosecution, interrogation",Trade agreements and negotiations,Trade restrictions,Food industry and services,Foreign aid and international relief,Foreign property,International law and treaties,Meat,Emergency medical services and trauma care,"Food supply, safety, and labeling",Law enforcement officers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 39,https://www.congress.gov/bill/117th-congress/senate-bill/39,117th Congress (2021-2022),Protecting American Innovation and Development Act of 2021,,"Inhofe, James M. [Sen.-R-OK]",,1/25/21,0,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/25/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government information and archives,Telephone and wireless communication,Technology transfer and commercialization,Foreign Trade and International Finance,"Alternative dispute resolution, mediation, arbitration",Consumer affairs,Trade restrictions,Intellectual property,Licensing and registrations,Manufacturing,Retail and wholesale trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 41,https://www.congress.gov/bill/117th-congress/senate-bill/41,117th Congress (2021-2022),Ally's Act,,"Capito, Shelley Moore [Sen.-R-WV]",,1/25/21,7,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/25/21,"Brown, Sherrod [Sen.-D-OH]","Warren, Elizabeth [Sen.-D-MA]","Bennet, Michael F. [Sen.-D-CO]","Hickenlooper, John W. [Sen.-D-CO]","Collins, Susan M. [Sen.-R-ME]","Markey, Edward J. [Sen.-D-MA]","Warnock, Raphael G. [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employee benefits and pensions,Medical tests and diagnostic methods,Surgery and anesthesia,"Health technology, devices, supplies","Hearing, speech, and vision care",Health care coverage and access,Health care costs and insurance,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 42,https://www.congress.gov/bill/117th-congress/senate-bill/42,117th Congress (2021-2022),Stop Dangerous Sanctuary Cities Act,,"Toomey, Patrick [Sen.-R-PA]",,1/26/21,18,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/26/21,"Hagerty, Bill [Sen.-R-TN]","Grassley, Chuck [Sen.-R-IA]","Inhofe, James M. [Sen.-R-OK]","Cornyn, John [Sen.-R-TX]","Risch, James E. [Sen.-R-ID]","Blunt, Roy [Sen.-R-MO]","Boozman, John [Sen.-R-AR]","Johnson, Ron [Sen.-R-WI]","Paul, Rand [Sen.-R-KY]","Fischer, Deb [Sen.-R-NE]","Cotton, Tom [Sen.-R-AR]","Daines, Steve [Sen.-R-MT]","Tillis, Thomas [Sen.-R-NC]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Tuberville, Tommy [Sen.-R-AL]","Wicker, Roger F. [Sen.-R-MS]","Hoeven, John [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and local government operations,Border security and unlawful immigration,Housing and community development funding,Economic development,Detention of persons,Citizenship and naturalization,Intergovernmental relations,Immigration,Immigration status and procedures,Law enforcement administration and funding,State and local finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 43,https://www.congress.gov/bill/117th-congress/senate-bill/43,117th Congress (2021-2022),Education Freedom Scholarships and Opportunity Act,,"Cruz, Ted [Sen.-R-TX]",,1/26/21,9,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/26/21,"Scott, Tim [Sen.-R-SC]","Toomey, Patrick [Sen.-R-PA]","Cassidy, Bill [Sen.-R-LA]","Ernst, Joni [Sen.-R-IA]","Lankford, James [Sen.-R-OK]","Sasse, Ben [Sen.-R-NE]","Young, Todd [Sen.-R-IN]","Blackburn, Marsha [Sen.-R-TN]","Cramer, Kevin [Sen.-R-ND]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Employment and training programs,Elementary and secondary education,Income tax credits,Vocational and technical education,Higher education,"Social work, volunteer service, charitable organizations",Government information and archives,Student aid and college costs,Charitable contributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 44,https://www.congress.gov/bill/117th-congress/senate-bill/44,117th Congress (2021-2022),Student Empowerment Act,,"Cruz, Ted [Sen.-R-TX]",,1/26/21,8,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/26/21,"Braun, Mike [Sen.-R-IN]","Johnson, Ron [Sen.-R-WI]","Paul, Rand [Sen.-R-KY]","Toomey, Patrick [Sen.-R-PA]","Cotton, Tom [Sen.-R-AR]","Lankford, James [Sen.-R-OK]","Sasse, Ben [Sen.-R-NE]","Scott, Tim [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation,Academic performance and assessments,"Teaching, teachers, curricula",Income tax exclusion,Special education,Higher education,Student aid and college costs,Elementary and secondary education,"Bank accounts, deposits, capital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 45,https://www.congress.gov/bill/117th-congress/senate-bill/45,117th Congress (2021-2022),School Security Enhancement Act,,"Cruz, Ted [Sen.-R-TX]",,1/26/21,0,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/26/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational facilities and institutions,Education programs funding,Child safety and welfare,Building construction,Firearms and explosives,Crimes against children,Elementary and secondary education,Education,Violent crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 46,https://www.congress.gov/bill/117th-congress/senate-bill/46,117th Congress (2021-2022),Restoring Resilient Reefs Act of 2021,,"Rubio, Marco [Sen.-R-FL]",,1/26/21,5,,,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 223.,12/17/21,"Peters, Gary C. [Sen.-D-MI]","Schatz, Brian [Sen.-D-HI]","Hirono, Mazie K. [Sen.-D-HI]","Scott, Rick [Sen.-R-FL]","Coons, Christopher A. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guam,Hunting and fishing,Public contracts and procurement,Virgin Islands,Wildlife conservation and habitat protection,Advanced technology and technological innovations,American Samoa,Animal and plant health,State and local finance,U.S. territories and protectorates,Economic performance and conditions,Genetics,Government trust funds,Marine and inland water transportation,Government information and archives,Marine pollution,"Navigation, waterways, harbors",Puerto Rico,Solid waste and recycling,"Marine and coastal resources, fisheries",Performance measurement,Pest management,State and local government operations,Water quality,Accidents,Caribbean area,Congressional oversight,Intergovernmental relations,Public-private cooperation,Research administration and funding,Travel and tourism,Geography and mapping,Environmental education,Employment and training programs,Climate change and greenhouse gases,Aquatic ecology,Air quality,Northern Mariana Islands,Public Lands and Natural Resources,"Environmental assessment, monitoring, research",Licensing and registrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 47,https://www.congress.gov/bill/117th-congress/senate-bill/47,117th Congress (2021-2022),APP Act,,"Rubio, Marco [Sen.-R-FL]",,1/26/21,0,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",1/26/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commerce,Africa,Russia,Federal preemption,Middle East,Terrorism,Cuba,Iran,Asia,"Intelligence activities, surveillance, classified information",Internet and video services,Latin America,Right of privacy,Sudan,Consumer affairs,"Criminal investigation, prosecution, interrogation",Fraud offenses and financial crimes,Government information and archives,Telephone and wireless communication,Venezuela,Foreign and international corporations,North Korea,State and local government operations,Syria,Business records,Caribbean area,Computer security and identity theft,Computers and information technology,Congressional oversight,Evidence and witnesses,China,Civil actions and liability,"Internet, web applications, social media",Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 48,https://www.congress.gov/bill/117th-congress/senate-bill/48,117th Congress (2021-2022),Balanced Budget Accountability Act,,"Daines, Steve [Sen.-R-MT]",,1/26/21,0,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1/26/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Congress,Income tax rates,"Government employee pay, benefits, personnel management",Legislative rules and procedure,Members of Congress,Budget deficits and national debt,Budget process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 49,https://www.congress.gov/bill/117th-congress/senate-bill/49,117th Congress (2021-2022),No CFPB in the PPP Act,,"Lee, Mike [Sen.-R-UT]",,1/26/21,1,,,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",1/26/21,"Paul, Rand [Sen.-R-KY]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance and Financial Sector,User charges and fees,Infectious and parasitic diseases,Government studies and investigations,Government lending and loan guarantees,Emergency medical services and trauma care,Consumer Financial Protection Bureau,Wages and earnings,Civil actions and liability,Cardiovascular and respiratory health,Business expenses,Banking and financial institutions regulation,Accounting and auditing,Consumer credit,Small business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
