Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date Offered,Date of Introduction,Number of Cosponsors,Date Submitted,Date Proposed,Committees,Latest Action,Latest Action Date,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
S. 15,https://www.congress.gov/bill/117th-congress/senate-bill/15,117th Congress (2021-2022),Protecting Seniors from Emergency Scams Act,,"Klobuchar, Amy [Sen.-D-MN]",,1/22/21,3,,,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 191.,12/16/21,"Van Hollen, Chris [Sen.-D-MD]","Moran, Jerry [Sen.-R-KS]","Sinema, Kyrsten [Sen.-D-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aging,Crime prevention,Consumer affairs,"Criminal investigation, prosecution, interrogation",Fraud offenses and financial crimes,Congressional oversight,Commerce,Government information and archives,"Social work, volunteer service, charitable organizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 18,https://www.congress.gov/bill/117th-congress/senate-bill/18,117th Congress (2021-2022),"A bill to designate the facility of the United States Postal Service located at 229 Minnetonka Avenue South in Wayzata, Minnesota, as the ""Jim Ramstad Post Office"".",,"Klobuchar, Amy [Sen.-D-MN]",,1/22/21,3,,,Senate - Homeland Security and Governmental Affairs,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,1/22/21,"Hoeven, John [Sen.-R-ND]","Cramer, Kevin [Sen.-R-ND]","Smith, Tina [Sen.-D-MN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postal service,Minnesota,"Government buildings, facilities, and property",Congressional tributes,Government Operations and Politics,Members of Congress,House of Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 20,https://www.congress.gov/bill/117th-congress/senate-bill/20,117th Congress (2021-2022),Removing Incentives for Outsourcing Act,,"Klobuchar, Amy [Sen.-D-MN]",,1/22/21,2,,,Senate - Finance,Read twice and referred to the Committee on Finance.,1/22/21,"Van Hollen, Chris [Sen.-D-MD]","Duckworth, Tammy [Sen.-D-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Congressional oversight,Foreign and international corporations,"Tax administration and collection, taxpayers",Taxation of foreign income,Taxation,Income tax deductions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 24,https://www.congress.gov/bill/117th-congress/senate-bill/24,117th Congress (2021-2022),Protecting Personal Health Data Act,,"Klobuchar, Amy [Sen.-D-MN]",,1/22/21,2,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/22/21,"Cortez Masto, Catherine [Sen.-D-NV]","Murkowski, Lisa [Sen.-R-AK]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative law and regulatory procedures,Health information and medical records,Government studies and investigations,Executive agency funding and structure,Health,Advisory bodies,Genetics,Consumer affairs,Right of privacy,Marketing and advertising,Government information and archives,Department of Health and Human Services,"Health technology, devices, supplies",Congressional oversight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 27,https://www.congress.gov/bill/117th-congress/senate-bill/27,117th Congress (2021-2022),"See Something, Say Something Online Act of 2021",,"Manchin, Joe, III [Sen.-D-WV]",,1/22/21,1,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",1/22/21,"Cornyn, John [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Science, Technology, Communications",Business records,Terrorism,White-collar crime,Civil actions and liability,Internet and video services,Consumer affairs,"Criminal investigation, prosecution, interrogation",Violent crime,Department of Justice,Public-private cooperation,Drug trafficking and controlled substances,Congressional oversight,Computers and information technology,Executive agency funding and structure,"Internet, web applications, social media",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 29,https://www.congress.gov/bill/117th-congress/senate-bill/29,117th Congress (2021-2022),Local Water Protection Act,,"Klobuchar, Amy [Sen.-D-MN]",,1/22/21,1,,,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/22/21,"Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Environmental assessment, monitoring, research",Water quality,State and local government operations,Environmental Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 30,https://www.congress.gov/bill/117th-congress/senate-bill/30,117th Congress (2021-2022),Fair Indexing for Health Care Affordability Act,,"Shaheen, Jeanne [Sen.-D-NH]",,1/22/21,3,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/22/21,"Murphy, Christopher [Sen.-D-CT]","Blumenthal, Richard [Sen.-D-CT]","Baldwin, Tammy [Sen.-D-WI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Employee benefits and pensions,Health care costs and insurance,Income tax credits,Insurance industry and regulation,Health care coverage and access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 32,https://www.congress.gov/bill/117th-congress/senate-bill/32,117th Congress (2021-2022),"Health Force, Resilience Force, and Jobs To Fight COVID–19 Act of 2021",,"Gillibrand, Kirsten E. [Sen.-D-NY]",,1/22/21,15,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/22/21,"Lujan, Ben Ray [Sen.-D-NM]","Feinstein, Dianne [Sen.-D-CA]","Reed, Jack [Sen.-D-RI]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","Bennet, Michael F. [Sen.-D-CO]","Blumenthal, Richard [Sen.-D-CT]","Schatz, Brian [Sen.-D-HI]","Markey, Edward J. [Sen.-D-MA]","Booker, Cory A. [Sen.-D-NJ]","Duckworth, Tammy [Sen.-D-IL]","Van Hollen, Chris [Sen.-D-MD]","Cortez Masto, Catherine [Sen.-D-NV]","Smith, Tina [Sen.-D-MN]","Rosen, Jacky [Sen.-D-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Advisory bodies,Worker safety and health,"Veterans' education, employment, rehabilitation",Unemployment,State and local government operations,Poverty and welfare assistance,Minority health,Cardiovascular and respiratory health,Centers for Disease Control and Prevention (CDC),Community life and organization,Congressional oversight,Department of Health and Human Services,Disaster relief and insurance,Emergency medical services and trauma care,Employee benefits and pensions,Employee hiring,Employee leave,Employment and training programs,Federal-Indian relations,First responders and emergency personnel,Foreign labor,"Government employee pay, benefits, personnel management",Government information and archives,Health care coverage and access,Health personnel,Health programs administration and funding,Health promotion and preventive care,Immigration status and procedures,Indian social and development programs,Infectious and parasitic diseases,Intergovernmental relations,Medical tests and diagnostic methods,Mental health,Minority employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 34,https://www.congress.gov/bill/117th-congress/senate-bill/34,117th Congress (2021-2022),Direct Support for Communities Act,,"Gillibrand, Kirsten E. [Sen.-D-NY]",,1/22/21,8,,,Senate - Appropriations,Read twice and referred to the Committee on Appropriations.,1/22/21,"Blumenthal, Richard [Sen.-D-CT]","Schumer, Charles E. [Sen.-D-NY]","Brown, Sherrod [Sen.-D-OH]","Bennet, Michael F. [Sen.-D-CO]","Peters, Gary C. [Sen.-D-MI]","Van Hollen, Chris [Sen.-D-MD]","Ossoff, Jon [Sen.-D-GA]","Warnock, Raphael G. [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing and Community Development,District of Columbia,Health programs administration and funding,Northern Mariana Islands,Appropriations,Health promotion and preventive care,Cardiovascular and respiratory health,Guam,Virgin Islands,American Samoa,Infectious and parasitic diseases,State and local finance,U.S. territories and protectorates,Economic performance and conditions,Housing and community development funding,Puerto Rico,Urban and suburban affairs and development,Emergency medical services and trauma care,State and local government operations,Caribbean area,Department of Housing and Urban Development,Executive agency funding and structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 35,https://www.congress.gov/bill/117th-congress/senate-bill/35,117th Congress (2021-2022),Officer Eugene Goodman Congressional Gold Medal Act,,"Van Hollen, Chris [Sen.-D-MD]",,1/22/21,72,,,"Senate - Banking, Housing, and Urban Affairs",Held at the desk.,2/18/21,"Portman, Rob [Sen.-R-OH]","Hickenlooper, John W. [Sen.-D-CO]","McConnell, Mitch [Sen.-R-KY]","Leahy, Patrick J. [Sen.-D-VT]","Wyden, Ron [Sen.-D-OR]","Durbin, Richard J. [Sen.-D-IL]","Reed, Jack [Sen.-D-RI]","Crapo, Mike [Sen.-R-ID]","Schumer, Charles E. [Sen.-D-NY]","Carper, Thomas R. [Sen.-D-DE]","Stabenow, Debbie [Sen.-D-MI]","Brown, Sherrod [Sen.-D-OH]","Cardin, Benjamin L. [Sen.-D-MD]","Casey, Robert P., Jr. [Sen.-D-PA]","Tester, Jon [Sen.-D-MT]","Whitehouse, Sheldon [Sen.-D-RI]","Merkley, Jeff [Sen.-D-OR]","Risch, James E. [Sen.-R-ID]","Coons, Christopher A. [Sen.-D-DE]","Blumenthal, Richard [Sen.-D-CT]","Boozman, John [Sen.-R-AR]","Moran, Jerry [Sen.-R-KS]","Fischer, Deb [Sen.-R-NE]","Scott, Tim [Sen.-R-SC]","Warren, Elizabeth [Sen.-D-MA]","Booker, Cory A. [Sen.-D-NJ]","Capito, Shelley Moore [Sen.-R-WV]","Lankford, James [Sen.-R-OK]","Peters, Gary C. [Sen.-D-MI]","Tillis, Thomas [Sen.-R-NC]","Cortez Masto, Catherine [Sen.-D-NV]","Duckworth, Tammy [Sen.-D-IL]","Young, Todd [Sen.-R-IN]","Romney, Mitt [Sen.-R-UT]","Rosen, Jacky [Sen.-D-NV]","Sinema, Kyrsten [Sen.-D-AZ]","Lujan, Ben Ray [Sen.-D-NM]","Murray, Patty [Sen.-D-WA]","Cantwell, Maria [Sen.-D-WA]","Klobuchar, Amy [Sen.-D-MN]","Sanders, Bernard [Sen.-I-VT]","Hirono, Mazie K. [Sen.-D-HI]","Daines, Steve [Sen.-R-MT]","Smith, Tina [Sen.-D-MN]","Burr, Richard [Sen.-R-NC]","Inhofe, James M. [Sen.-R-OK]","Murkowski, Lisa [Sen.-R-AK]","Hoeven, John [Sen.-R-ND]","Rounds, Mike [Sen.-R-SD]","Sasse, Ben [Sen.-R-NE]","Feinstein, Dianne [Sen.-D-CA]","Shaheen, Jeanne [Sen.-D-NH]","Warner, Mark R. [Sen.-D-VA]","Bennet, Michael F. [Sen.-D-CO]","Rubio, Marco [Sen.-R-FL]","Kaine, Tim [Sen.-D-VA]","Markey, Edward J. [Sen.-D-MA]","Padilla, Alex [Sen.-D-CA]","Warnock, Raphael G. [Sen.-D-GA]","Menendez, Robert [Sen.-D-NJ]","Gillibrand, Kirsten E. [Sen.-D-NY]","Schatz, Brian [Sen.-D-HI]","Heinrich, Martin [Sen.-D-NM]","King, Angus S., Jr. [Sen.-I-ME]","Murphy, Christopher [Sen.-D-CT]","Hassan, Margaret Wood [Sen.-D-NH]","Blackburn, Marsha [Sen.-R-TN]","Braun, Mike [Sen.-R-IN]","Kelly, Mark [Sen.-D-AZ]","Ossoff, Jon [Sen.-D-GA]","Toomey, Patrick [Sen.-R-PA]","Baldwin, Tammy [Sen.-D-WI]",,,,,,,,,,Crimes against property,Law enforcement officers,Congressional tributes,U.S. Capitol,Congressional officers and employees,Violent crime,Assault and harassment offenses,Protest and dissent,Subversive activities,Congress,Terrorism,Civil disturbances,Protection of officials,"Government buildings, facilities, and property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 36,https://www.congress.gov/bill/117th-congress/senate-bill/36,117th Congress (2021-2022),Kobe Bryant & Gianna Bryant Helicopter Safety Act,,"Feinstein, Dianne [Sen.-D-CA]",,1/25/21,3,,,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation. (Sponsor introductory remarks on measure: CR S150)",1/25/21,"Schumer, Charles E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Markey, Edward J. [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidents,Department of Transportation,Administrative law and regulatory procedures,Transportation and Public Works,Aviation and airports,Transportation safety and security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 38,https://www.congress.gov/bill/117th-congress/senate-bill/38,117th Congress (2021-2022),A bill to specify the Federal share of the costs of certain duty of the National Guard in connection with the Coronavirus Disease 2019.,,"Leahy, Patrick J. [Sen.-D-VT]",,1/25/21,12,,,Senate - Armed Services,Read twice and referred to the Committee on Armed Services.,1/25/21,"Tester, Jon [Sen.-D-MT]","Hirono, Mazie K. [Sen.-D-HI]","Van Hollen, Chris [Sen.-D-MD]","Casey, Robert P., Jr. [Sen.-D-PA]","Baldwin, Tammy [Sen.-D-WI]","Duckworth, Tammy [Sen.-D-IL]","Durbin, Richard J. [Sen.-D-IL]","Schumer, Charles E. [Sen.-D-NY]","Bennet, Michael F. [Sen.-D-CO]","Feinstein, Dianne [Sen.-D-CA]","Sanders, Bernard [Sen.-I-VT]","Peters, Gary C. [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disaster relief and insurance,Armed Forces and National Security,Military personnel and dependents,National Guard and reserves,Emergency medical services and trauma care,Military civil functions,Infectious and parasitic diseases,Cardiovascular and respiratory health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 40,https://www.congress.gov/bill/117th-congress/senate-bill/40,117th Congress (2021-2022),Commission to Study and Develop Reparation Proposals for African Americans Act,,"Booker, Cory A. [Sen.-D-NJ]",,1/25/21,22,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/25/21,"Padilla, Alex [Sen.-D-CA]","Feinstein, Dianne [Sen.-D-CA]","Murray, Patty [Sen.-D-WA]","Durbin, Richard J. [Sen.-D-IL]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","Sanders, Bernard [Sen.-I-VT]","Whitehouse, Sheldon [Sen.-D-RI]","Merkley, Jeff [Sen.-D-OR]","Coons, Christopher A. [Sen.-D-DE]","Blumenthal, Richard [Sen.-D-CT]","Hirono, Mazie K. [Sen.-D-HI]","Kaine, Tim [Sen.-D-VA]","Warren, Elizabeth [Sen.-D-MA]","Markey, Edward J. [Sen.-D-MA]","Duckworth, Tammy [Sen.-D-IL]","Gillibrand, Kirsten E. [Sen.-D-NY]","Brown, Sherrod [Sen.-D-OH]","Van Hollen, Chris [Sen.-D-MD]","Cardin, Benjamin L. [Sen.-D-MD]","Smith, Tina [Sen.-D-MN]","Baldwin, Tammy [Sen.-D-WI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Civil Rights and Liberties, Minority Issues",Government studies and investigations,Constitution and constitutional amendments,Human rights,Racial and ethnic relations,Government liability,Civics education,Advisory bodies,State and local government operations,U.S. history,"War crimes, genocide, crimes against humanity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 50,https://www.congress.gov/bill/117th-congress/senate-bill/50,117th Congress (2021-2022),Venezuela Temporary Protected Status Act of 2021,,"Menendez, Robert [Sen.-D-NJ]",,1/26/21,11,,,Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,1/26/21,"Klobuchar, Amy [Sen.-D-MN]","Leahy, Patrick J. [Sen.-D-VT]","Durbin, Richard J. [Sen.-D-IL]","Booker, Cory A. [Sen.-D-NJ]","Rubio, Marco [Sen.-R-FL]","Coons, Christopher A. [Sen.-D-DE]","Cardin, Benjamin L. [Sen.-D-MD]","Merkley, Jeff [Sen.-D-OR]","Gillibrand, Kirsten E. [Sen.-D-NY]","Warren, Elizabeth [Sen.-D-MA]","Markey, Edward J. [Sen.-D-MA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,User charges and fees,Foreign labor,Venezuela,Latin America,Immigration status and procedures,Travel and tourism,Administrative law and regulatory procedures,Congressional oversight,Due process and equal protection,"Refugees, asylum, displaced persons",International organizations and cooperation,Foreign aid and international relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 51,https://www.congress.gov/bill/117th-congress/senate-bill/51,117th Congress (2021-2022),"Washington, D.C. Admission Act",,"Carper, Thomas R. [Sen.-D-DE]",,1/26/21,45,,,Senate - Homeland Security and Governmental Affairs,Committee on Homeland Security and Governmental Affairs. Hearings held.,6/22/21,"Shaheen, Jeanne [Sen.-D-NH]","Ossoff, Jon [Sen.-D-GA]","Leahy, Patrick J. [Sen.-D-VT]","Feinstein, Dianne [Sen.-D-CA]","Murray, Patty [Sen.-D-WA]","Wyden, Ron [Sen.-D-OR]","Durbin, Richard J. [Sen.-D-IL]","Reed, Jack [Sen.-D-RI]","Schumer, Charles E. [Sen.-D-NY]","Cantwell, Maria [Sen.-D-WA]","Stabenow, Debbie [Sen.-D-MI]","Menendez, Robert [Sen.-D-NJ]","Brown, Sherrod [Sen.-D-OH]","Cardin, Benjamin L. [Sen.-D-MD]","Casey, Robert P., Jr. [Sen.-D-PA]","Klobuchar, Amy [Sen.-D-MN]","Sanders, Bernard [Sen.-I-VT]","Whitehouse, Sheldon [Sen.-D-RI]","Merkley, Jeff [Sen.-D-OR]","Warner, Mark R. [Sen.-D-VA]","Bennet, Michael F. [Sen.-D-CO]","Gillibrand, Kirsten E. [Sen.-D-NY]","Coons, Christopher A. [Sen.-D-DE]","Blumenthal, Richard [Sen.-D-CT]","Schatz, Brian [Sen.-D-HI]","Baldwin, Tammy [Sen.-D-WI]","Heinrich, Martin [Sen.-D-NM]","Hirono, Mazie K. [Sen.-D-HI]","Kaine, Tim [Sen.-D-VA]","Murphy, Christopher [Sen.-D-CT]","Warren, Elizabeth [Sen.-D-MA]","Markey, Edward J. [Sen.-D-MA]","Booker, Cory A. [Sen.-D-NJ]","Peters, Gary C. [Sen.-D-MI]","Cortez Masto, Catherine [Sen.-D-NV]","Duckworth, Tammy [Sen.-D-IL]","Van Hollen, Chris [Sen.-D-MD]","Smith, Tina [Sen.-D-MN]","Rosen, Jacky [Sen.-D-NV]","Padilla, Alex [Sen.-D-CA]","Hassan, Margaret Wood [Sen.-D-NH]","Lujan, Ben Ray [Sen.-D-NM]","Warnock, Raphael G. [Sen.-D-GA]","Tester, Jon [Sen.-D-MT]","Hickenlooper, John W. [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidents and presidential powers, Vice Presidents","Elections, voting, political campaign regulation",District of Columbia,State and local government operations,Members of Congress,Government Operations and Politics,Congressional districts and representation,House of Representatives,Constitution and constitutional amendments,Congressional elections,"Government buildings, facilities, and property",Legislative rules and procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 52,https://www.congress.gov/bill/117th-congress/senate-bill/52,117th Congress (2021-2022),Gateway to Careers Act of 2021,,"Hassan, Margaret Wood [Sen.-D-NH]",,1/26/21,3,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/26/21,"Collins, Susan M. [Sen.-R-ME]","Kaine, Tim [Sen.-D-VA]","Young, Todd [Sen.-R-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health care costs and insurance,Higher education,Education programs funding,Health care coverage and access,Mental health,Vocational and technical education,Child care and development,Adult education and literacy,"Drug, alcohol, tobacco use",Employment and training programs,Education,"Teaching, teachers, curricula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 54,https://www.congress.gov/bill/117th-congress/senate-bill/54,117th Congress (2021-2022),Strengthening America’s Health Care Readiness Act,,"Durbin, Richard J. [Sen.-D-IL]",,1/26/21,1,,,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1/26/21,"Rubio, Marco [Sen.-R-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health programs administration and funding,Education of the disadvantaged,Medical education,Nursing,Appropriations,Health personnel,Minority education,Rural conditions and development,Minority employment,Minority health,Education programs funding,Student aid and college costs,Emergency medical services and trauma care,Health care coverage and access,Congressional oversight,Disaster relief and insurance,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
